sin,cos,year,month,TF,ZW,STE
0.5,-0.9,228,6,3.56332843286096,0.03949134349338789,-0.0790763618378334
0.0,-1.0,228,7,4.8028606818754245,0.0238853467519574,0.1210365754472401
-0.5,-0.9,228,8,3.965003666858888,-0.05768341353026339,0.1947389914861617
-0.9,-0.5,228,9,3.281509519924376,0.0631795581143257,0.2979167021803754
-1.0,-0.0,228,10,3.452906830248337,0.08683013844509485,0.5645731989911316
-0.9,0.5,228,11,3.1631681003170176,-0.00018539587607205874,0.550709905617957
-0.5,0.9,228,12,0.876975200061249,0.12407658719289529,0.6477465017204632
0.0,1.0,229,1,-0.9603107599260108,0.02403621860025241,0.7503161750118548
0.5,0.9,229,2,-3.980628094849361,0.034979698359341296,0.6060825510733572
0.9,0.5,229,3,-5.3004798906738015,0.04299923276617434,0.5894017140663295
1.0,0.0,229,4,-6.66628663464681,0.016632158102066724,0.4428463350772988
0.9,-0.5,229,5,-8.7250683598398,0.014663990844984626,0.3658653841316175
0.5,-0.9,229,6,-8.99932063490851,0.04449209585620791,0.252111808911929
0.0,-1.0,229,7,-8.588069160474584,-0.028345438762515586,0.0923010874118552
-0.5,-0.9,229,8,-6.861347904882033,0.07638812701203072,-0.0223372939138101
-0.9,-0.5,229,9,-4.877248429821424,-0.06764091556388277,-0.174249938463547
-1.0,-0.0,229,10,-5.177295362287794,-0.006254826140333484,-0.5162080336678314
-0.9,0.5,229,11,-4.1159815404988445,0.03871556511894986,-0.4040513006356473
-0.5,0.9,229,12,-2.5029280917835384,-0.08946884073029467,-0.7139823133485279
0.0,1.0,230,1,-1.863202053929916,-0.14053817537888247,-1.06456668824292
0.5,0.9,230,2,0.1521452121699669,-0.07724424543931327,-0.9367450178440504
0.9,0.5,230,3,-0.6709691608243835,-0.1986981785136762,-1.0931485855193337
1.0,0.0,230,4,1.2723891675527848,-0.031908046106378915,-0.8576397374976309
0.9,-0.5,230,5,5.198186469621815,-0.008693341075793665,-0.5361818576417663
0.5,-0.9,230,6,7.790242913131609,-0.05702689263303369,-0.7652698418017695
0.0,-1.0,230,7,7.090350917528619,-0.015036768325344061,-0.7163291578970115
-0.5,-0.9,230,8,6.5159692399792,-0.03558593882834025,-0.5482005014301343
-0.9,-0.5,230,9,5.618219839463602,-0.019379671972581846,-0.0935281580408353
-1.0,-0.0,230,10,4.748544919836339,-0.05525479315032624,-0.0042349494358422
-0.9,0.5,230,11,3.7748366815296266,-0.009236062910874135,0.1004762953817406
-0.5,0.9,230,12,2.923268163550159,-0.03881608809220556,-0.0009115209572981
0.0,1.0,231,1,2.969717387074508,0.07241924620610196,0.0850511275959814
0.5,0.9,231,2,3.321768174458984,-0.028641900992768973,0.4224245812049942
0.9,0.5,231,3,2.162603385125622,0.003156378010256632,0.2647313825202167
1.0,0.0,231,4,0.9401881340769394,0.051719008296791345,0.3859702551774199
0.9,-0.5,231,5,0.5666037640115787,0.06263783534992044,0.3847575289697149
0.5,-0.9,231,6,0.3452762023002696,0.034308453685639714,0.4431867651723196
0.0,-1.0,231,7,-1.1144169478164176,0.07819610087270137,0.5296047506667014
-0.5,-0.9,231,8,-0.5532255417703388,0.05688344061904368,0.7836207212012988
-0.9,-0.5,231,9,-0.2173846083603546,-0.0026120456078060107,0.6697093104520527
-1.0,-0.0,231,10,-0.1879450865830014,0.09687039943532,0.451816541955221
-0.9,0.5,231,11,0.4751636568634157,0.025137294881866144,0.4644481837412403
-0.5,0.9,231,12,-2.043915439775752,-0.08420542528384235,-0.0414686974198082
0.0,1.0,232,1,-2.873745910211513,0.09472435196792951,-0.0672653530146857
0.5,0.9,232,2,0.7167009308553804,0.04805507234033675,0.1214735193121212
0.9,0.5,232,3,3.4646883129418766,0.013753445176133179,0.2146451884945819
1.0,0.0,232,4,2.2191625916882027,0.009911431187462764,0.1285325338490285
0.9,-0.5,232,5,0.3669658141094211,-0.014161304464995163,0.173222533482632
0.5,-0.9,232,6,0.4427357610508927,0.013861789285877224,0.022645704785627
0.0,-1.0,232,7,1.0495737445875994,0.05854390847807717,0.1724887595363335
-0.5,-0.9,232,8,1.2214544763609232,-0.013099478621883806,0.1218420330112849
-0.9,-0.5,232,9,-0.2644445916954253,0.0423300885089707,0.0798601826892867
-1.0,-0.0,232,10,-0.1442241892902337,0.029426197152952933,0.1625594380819547
-0.9,0.5,232,11,0.2849933772237344,0.07584554715479912,0.5575820451622201
-0.5,0.9,232,12,-2.030765182427514,0.04996264783294289,0.3728041550679478
0.0,1.0,233,1,-1.94929105323422,0.16604623045155426,0.7231622528924979
0.5,0.9,233,2,-0.8257826431253049,0.09066885896615595,0.943580765672787
0.9,0.5,233,3,-2.999013937309729,0.024235050782560427,0.827265708271675
1.0,0.0,233,4,-5.622994780214302,0.017284182117786626,0.5000091123458694
0.9,-0.5,233,5,-7.937405484632299,0.06833657021199113,0.3818338656940939
0.5,-0.9,233,6,-8.434350411688365,0.024027548552654914,0.1039272239813274
0.0,-1.0,233,7,-6.397060780739634,0.07110105646816461,0.3140157167744618
-0.5,-0.9,233,8,-5.346645174905452,0.08186869065462815,0.2583913493872112
-0.9,-0.5,233,9,-4.481860747478015,-0.012304871956560513,0.1081122734125162
-1.0,-0.0,233,10,-5.297391284854221,0.049065160765181075,0.0658469072484691
-0.9,0.5,233,11,-3.7808162112479775,0.0402678733627572,0.0452104352372503
-0.5,0.9,233,12,-3.168362986754331,0.02653664712196812,0.0151846466028916
0.0,1.0,234,1,-2.887987882993468,-0.009328367800261205,-0.1615797508482507
0.5,0.9,234,2,-1.2674684127043516,-0.007435831976373538,-0.0657311573516922
0.9,0.5,234,3,-1.1824011146186015,-0.023000612546418518,0.0172684787256873
1.0,0.0,234,4,-0.4342712547737934,0.00584038712124933,0.0670326473392528
0.9,-0.5,234,5,-0.2243143708136855,0.03092201484825279,0.1247211626741837
0.5,-0.9,234,6,0.2533749839519706,0.05855536033034385,0.0162489965935603
0.0,-1.0,234,7,-0.1819258233470795,0.025526774606056353,0.4056234849849677
-0.5,-0.9,234,8,-3.9566567457520487,-0.0020335404318483734,0.2723048482696485
-0.9,-0.5,234,9,-4.290731268043879,0.02227206359472371,0.3595748300779532
-1.0,-0.0,234,10,-4.142356852789629,0.021267604067992954,0.3114374114947377
-0.9,0.5,234,11,-4.618439375559317,-0.019775058340865275,0.2827564235615883
-0.5,0.9,234,12,-6.223351267107162,0.0008381292338681948,-0.013362620122724
0.0,1.0,235,1,-6.865976575658823,-0.11390973117554755,-0.3991499923718437
0.5,0.9,235,2,-7.002684278713317,-0.05098223077930965,-0.561163144605447
0.9,0.5,235,3,-3.669414495536671,0.0009452845912314536,-0.2631112979284094
1.0,0.0,235,4,0.8153777415074469,-0.00830128089065666,-0.288096986231225
0.9,-0.5,235,5,1.2356747308080702,0.03192520575298758,-0.1693675403426952
0.5,-0.9,235,6,0.6746387719351139,-0.004206938087665155,-0.2522442084775678
0.0,-1.0,235,7,1.496756345031095,0.04901291785358185,-0.1216602136875984
-0.5,-0.9,235,8,2.1342098194514203,0.017645956416947325,-0.0052511500981355
-0.9,-0.5,235,9,2.788888064667763,0.0076505286628032335,0.1610238193190351
-1.0,-0.0,235,10,1.9061238229502293,-0.020837333513214432,0.0583371105971685
-0.9,0.5,235,11,0.7671206904920993,0.006530393031104024,0.279917850741473
-0.5,0.9,235,12,0.7648372945004787,0.05779591001145651,0.3597341211838501
0.0,1.0,236,1,-1.0424379184531485,-0.1439786981831874,0.1469351150181954
0.5,0.9,236,2,-2.983569137964692,0.017124487084086027,-0.3188533366620446
0.9,0.5,236,3,-2.075068994945448,-0.07302633949879088,-0.3849182316879878
1.0,0.0,236,4,-2.6863934521421324,0.01703087777285394,-0.1174283409859833
0.9,-0.5,236,5,-2.4591407057029406,-0.017784628593792994,-0.1129701843988253
0.5,-0.9,236,6,-3.375541249261748,-0.10860700906216426,-0.4091432818594985
0.0,-1.0,236,7,-3.929367692850748,-0.030689075809127594,-0.5683336024695188
-0.5,-0.9,236,8,-3.701584601740038,-0.12780097961323922,-0.828719300597614
-0.9,-0.5,236,9,-3.827598003567081,-0.10726094799821806,-0.8244859168671421
-1.0,-0.0,236,10,-3.542395437816974,-0.11242291268794151,-0.93580772228132
-0.9,0.5,236,11,-1.9993575652640567,0.005119163967566924,-0.8364482075302246
-0.5,0.9,236,12,1.5207167586416188,0.021912138321819923,-0.5557017538127783
0.0,1.0,237,1,3.859439868137124,-0.09685882740712103,-0.5820292898595761
0.5,0.9,237,2,4.766145556706136,-0.014512108635956256,-0.4278743969715425
0.9,0.5,237,3,6.401500912416307,-0.04954360345446382,-0.4938809495099379
1.0,0.0,237,4,6.873454387625875,-0.04255764266865457,-0.6138425079182468
0.9,-0.5,237,5,6.701615820053048,0.016649781073303435,-0.5475625446896814
0.5,-0.9,237,6,6.942065503490104,0.05462027417369034,-0.0946157767428844
0.0,-1.0,237,7,5.646666188001846,-0.0028440118763622237,-0.1478719064731873
-0.5,-0.9,237,8,4.753161228298536,0.07380729649470837,0.1983662207548255
-0.9,-0.5,237,9,4.186980535378785,0.009975646243384593,0.4142767144793698
-1.0,-0.0,237,10,3.233202992484236,0.07280926014527642,0.6707058682626942
-0.9,0.5,237,11,1.8237953886213945,0.01436113674066052,0.9268027401451716
-0.5,0.9,237,12,-0.91686747714143,0.04483338122159255,0.7134636762308112
0.0,1.0,238,1,-4.224056028027066,0.08572812654054253,0.7596570852049467
0.5,0.9,238,2,-5.127823920747377,0.1561192231552546,0.8660555660399806
0.9,0.5,238,3,-5.530530739639371,0.10047371671196378,1.2195104275583382
1.0,0.0,238,4,-6.931018077247372,0.08668579617221413,0.9334184204670878
0.9,-0.5,238,5,-9.033776500973886,0.07966926127157273,0.5914258592158402
0.5,-0.9,238,6,-8.893367785859953,0.1360884954361785,0.6276987966315575
0.0,-1.0,238,7,-9.85139655349241,0.0469767275279252,0.5671391442250797
-0.5,-0.9,238,8,-10.57889077619664,0.056570900951093774,0.3058043195553834
-0.9,-0.5,238,9,-10.06023130887676,-0.042010140712636555,-0.0325222862301721
-1.0,-0.0,238,10,-10.078071819513951,0.0075891311382310376,-0.3471815690657157
-0.9,0.5,238,11,-10.350794239086255,-0.007501096022932679,-0.4097546258403527
-0.5,0.9,238,12,-10.517350757499278,-0.11953610922284649,-0.6492418445089965
0.0,1.0,239,1,-11.156575823751886,-0.13987130149716367,-1.0874247228452858
0.5,0.9,239,2,-9.479104400687504,-0.19111480726617647,-1.2210777383846982
0.9,0.5,239,3,-9.134783841869574,-0.13736020376006794,-1.1626852920927389
1.0,0.0,239,4,-4.967516247123348,-0.15036493690990843,-1.064521135976479
0.9,-0.5,239,5,-0.3647211927318373,-0.042011449140064085,-1.1529970014461166
0.5,-0.9,239,6,2.11665862938205,-0.11557541976157173,-1.4645823455412883
0.0,-1.0,239,7,3.282155915896992,-0.07347049216355295,-1.634109102577355
-0.5,-0.9,239,8,4.776840529960519,-0.07303644593779549,-1.4376804868657342
-0.9,-0.5,239,9,5.119492736094702,-0.18762860717931676,-1.118271403467988
-1.0,-0.0,239,10,4.761388899499034,-0.11891250892079945,-1.0019755680795723
-0.9,0.5,239,11,3.8971987105030585,-0.09864553318223379,-1.1628711356427837
-0.5,0.9,239,12,6.895057103273071,-0.08586115405588497,-0.8419217926198909
0.0,1.0,240,1,9.42005833296906,-0.08587789259241596,-0.748430715507944
0.5,0.9,240,2,9.961126270778871,-0.05548035559704809,-0.5045396372557628
0.9,0.5,240,3,9.376127676210777,-0.06232204093652049,-0.5758537522799183
1.0,0.0,240,4,9.28102098000564,0.019425321264629907,-0.2917165254907432
0.9,-0.5,240,5,8.42191691616584,-0.03465957511885012,-0.3126041717840595
0.5,-0.9,240,6,7.197559777841974,0.05866141306798638,-0.1788743442959114
0.0,-1.0,240,7,6.113628771025157,-0.07372350366672763,-0.1374153627509608
-0.5,-0.9,240,8,3.6951030952116737,-0.09496632576877792,-0.3336471883581856
-0.9,-0.5,240,9,3.7968156786582,0.05874453195371821,-0.1903106337958468
-1.0,-0.0,240,10,4.449444478829906,-0.053458770816156125,0.0025647558665269
-0.9,0.5,240,11,4.20021719948404,0.047896085093285086,0.1936866088115318
-0.5,0.9,240,12,2.368440011695396,-0.04752356755003624,-0.0247966813337931
0.0,1.0,241,1,2.581138516669276,-0.0467010201635926,-0.0338258466951379
0.5,0.9,241,2,2.842690200968818,-0.03691793163761074,-0.0961009144377628
0.9,0.5,241,3,4.098229795112319,0.04970250499029071,0.1573217303011778
1.0,0.0,241,4,5.450135531495119,0.1024125136388665,0.107678071441646
0.9,-0.5,241,5,3.2824580700107098,0.06497071174185283,0.241439508820159
0.5,-0.9,241,6,1.033970973307304,0.1941302421714184,0.4338917225333737
0.0,-1.0,241,7,0.2120122769819693,0.0573263925960184,0.7810364810761081
-0.5,-0.9,241,8,-0.8857029784626982,0.1073049590738625,0.9157527573449008
-0.9,-0.5,241,9,-2.063112864610383,0.048197821980065676,0.963469129083264
-1.0,-0.0,241,10,-1.7612893683769206,0.060314804867963555,0.9729980877913188
-0.9,0.5,241,11,-2.1904878929503697,0.13128324673130695,0.8556547453452715
-0.5,0.9,241,12,-4.406040982916245,-0.0002119439951230431,0.6267289658635732
0.0,1.0,242,1,-7.127481491138044,0.08481304353184249,0.33812569933925
0.5,0.9,242,2,-9.001087177295343,-0.07087856351269617,0.204331687570673
0.9,0.5,242,3,-9.39165633127735,-0.024650428310545695,0.2722135393315505
1.0,0.0,242,4,-9.311668345831029,0.031204744751285696,0.3878621976553377
0.9,-0.5,242,5,-7.926295549631003,0.000229416336350936,0.2726251576814379
0.5,-0.9,242,6,-7.339013513077808,-0.06638888881716776,-0.1849696771162762
0.0,-1.0,242,7,-5.992058400647313,-0.019200757979915852,-0.5309640908239454
-0.5,-0.9,242,8,-1.982232018073687,0.01736151513487793,-0.5864176929028895
-0.9,-0.5,242,9,-0.292993204421006,-0.006003553627084608,-0.5093486712166544
-1.0,-0.0,242,10,0.0084965696447444,-0.04489400166581987,-0.5451716192559922
-0.9,0.5,242,11,-0.4645636264407166,-0.06486043988984383,-0.6038079986966054
-0.5,0.9,242,12,0.3657110946290232,-0.08728195108927103,-0.7506096739201918
0.0,1.0,243,1,0.7007785101982739,-0.1668912668041556,-0.9284975940327568
0.5,0.9,243,2,1.6466976995648817,-0.0797119158045195,-0.9574456678559212
0.9,0.5,243,3,4.371219506175028,-0.004727092322193932,-0.5669035242900384
1.0,0.0,243,4,7.612706551868064,-0.024730879720669532,-0.3344541100397458
0.9,-0.5,243,5,7.4204404225796,-0.025684624615042933,-0.4422440275476592
0.5,-0.9,243,6,7.445087858909869,-0.008916455175495048,-0.595532070920548
0.0,-1.0,243,7,6.650114428386347,0.01472239849506117,-0.4775520027228177
-0.5,-0.9,243,8,5.643091149296996,0.008601069751813038,-0.3821870509718307
-0.9,-0.5,243,9,6.673870118534572,0.033343809859981074,0.0048285140915217
-1.0,-0.0,243,10,5.097862268947937,-0.016862577807374875,0.2149275666154741
-0.9,0.5,243,11,2.72011645476848,0.01875573500547169,0.3038402338649434
-0.5,0.9,243,12,0.8033150045391747,0.04285841326001456,0.2901333896521028
0.0,1.0,244,1,-0.2038550739152426,0.03852223194073086,0.3560849653882413
0.5,0.9,244,2,-1.8923294103454256,0.030651167863109025,0.3512455412317175
0.9,0.5,244,3,-4.168308958953437,0.027052599204279163,0.3687729659215781
1.0,0.0,244,4,-4.457748366872015,0.047532047623167865,0.4763600816625769
0.9,-0.5,244,5,-4.96672865401622,0.06336117141702594,0.5354076594322965
0.5,-0.9,244,6,-3.2975411326924915,0.037620644542735254,0.4276896081097678
0.0,-1.0,244,7,-3.72927856563906,-0.08947472257923601,0.2348400486639144
-0.5,-0.9,244,8,-4.867875862190403,-0.03902944518075536,-0.2534308415718527
-0.9,-0.5,244,9,-3.842529778027071,0.004410553040974712,-0.2518198817422582
-1.0,-0.0,244,10,-3.0276148607935114,-0.020253456012380832,-0.2367718641159219
-0.9,0.5,244,11,-2.8967433343167337,-0.03146956293483807,-0.4979031323843998
-0.5,0.9,244,12,-2.6069867895405463,-0.04864844501407074,-0.6114225555895112
0.0,1.0,245,1,-0.3701347939531895,-0.12198820368137525,-0.4849268295318591
0.5,0.9,245,2,0.4870518550923494,0.017438119688015653,-0.5418373080617278
0.9,0.5,245,3,3.490475648185531,-0.014168038908039582,-0.3940864662077248
1.0,0.0,245,4,3.376294418819993,-0.026317386304983727,-0.2764325506493612
0.9,-0.5,245,5,1.139561238265743,0.019177540072699496,-0.3114526634845941
0.5,-0.9,245,6,0.5531816072870879,0.04217885986558943,-0.2541122612058122
0.0,-1.0,245,7,0.5147600213571641,0.007858772472671837,-0.3330477091199086
-0.5,-0.9,245,8,0.0917498937979835,0.014743235264766601,-0.2596576484349762
-0.9,-0.5,245,9,-0.4364426235680185,-0.06801837018400807,-0.1900897803186271
-1.0,-0.0,245,10,-0.7314379142795797,-0.06711145571408554,-0.5749585025205244
-0.9,0.5,245,11,-0.7445095360500045,-0.02462147148268321,-0.7367615593325715
-0.5,0.9,245,12,1.6152818929504644,0.06114563608366595,-0.5392716283767011
0.0,1.0,246,1,5.077903429603426,-0.007058430106891937,-0.3700651695243772
0.5,0.9,246,2,6.8275704000187005,-0.06367955660342482,-0.5093303488377883
0.9,0.5,246,3,6.331273531952727,-0.08005105049252262,-0.6366696140194315
1.0,0.0,246,4,5.453348830201486,-0.07468501331554082,-0.6261684334444982
0.9,-0.5,246,5,4.226400822991698,-0.02272657418840226,-0.626543779620733
0.5,-0.9,246,6,3.996091652955772,-0.008408223523709424,-0.603334829758498
0.0,-1.0,246,7,2.838441253588381,-0.0735273923814618,-0.66392154239696
-0.5,-0.9,246,8,-0.0777244954470385,-0.1495133381765938,-0.889528725564278
-0.9,-0.5,246,9,-1.4077443876583786,-0.12226154777766975,-1.0022646024736666
-1.0,-0.0,246,10,-1.1029967666183589,-0.05550759477455481,-1.0062043756115946
-0.9,0.5,246,11,-0.5259108945296584,-0.09417260440317408,-1.0188327989916022
-0.5,0.9,246,12,0.0435280446003836,-0.11635984799180267,-1.0104748694271737
0.0,1.0,247,1,1.4451721090849152,-0.13152227606064656,-0.9044348336521956
0.5,0.9,247,2,2.226460590924233,-0.21052748870399662,-1.0808565346540595
0.9,0.5,247,3,0.2832243106704385,-0.13234920038111672,-1.0035098841523755
1.0,0.0,247,4,3.068720381568057,-0.0987175365099501,-0.8864626812424294
0.9,-0.5,247,5,5.092022274105083,-0.05986949469362273,-0.8767876625205784
0.5,-0.9,247,6,7.003337540554926,-0.04244166951938717,-0.7355126275147902
0.0,-1.0,247,7,6.491938186396326,-0.141849245457785,-0.7702687184326642
-0.5,-0.9,247,8,5.210026896156941,-0.12468693299573916,-0.7305268540558554
-0.9,-0.5,247,9,4.1182909271557335,-0.15499584572483943,-0.6472652017741695
-1.0,-0.0,247,10,2.566592276687672,-0.09191367292423483,-0.8134631403575334
-0.9,0.5,247,11,3.692812709442338,-0.008459733669846538,-0.6198485678916463
-0.5,0.9,247,12,5.907373549460462,-0.15404679530944781,-0.7976935954048908
0.0,1.0,248,1,5.295261635539173,-0.2518049705613515,-0.9614782027493872
0.5,0.9,248,2,3.1371673401559987,-0.17123034973826246,-1.1324467181140472
0.9,0.5,248,3,2.017966548921348,-0.224400432813888,-1.225681615117836
1.0,0.0,248,4,2.7714097230309727,-0.1461303015882753,-1.2604449155058113
0.9,-0.5,248,5,4.730113658306688,-0.10313150165695208,-1.1789773083106978
0.5,-0.9,248,6,5.711440376558824,-0.1311759620470838,-1.1601587656175352
0.0,-1.0,248,7,6.123920336904647,-0.13853049084370953,-1.141274892585882
-0.5,-0.9,248,8,5.712509188985921,-0.13133393002744298,-1.0467554707970548
-0.9,-0.5,248,9,5.184812421567321,-0.17124879447319055,-0.997511480611204
-1.0,-0.0,248,10,6.337974545692017,-0.045898086796271644,-0.8426376521346348
-0.9,0.5,248,11,7.674208911714389,-0.06291729282690717,-0.5722803712623753
-0.5,0.9,248,12,9.314867773151368,-0.07478908921308078,-0.4810960326175776
0.0,1.0,249,1,9.848154424155982,-0.08620833467747058,-0.3659975604169907
0.5,0.9,249,2,10.515405244109704,0.03748835649377032,-0.2387078693248724
0.9,0.5,249,3,10.76717235140174,-0.05124425037322805,-0.2376611140167034
1.0,0.0,249,4,9.63947592585862,0.0044032835437656,-0.1523023674559515
0.9,-0.5,249,5,8.212478636813659,-0.010677880075400124,-0.0479836945457587
0.5,-0.9,249,6,6.353526406257753,-0.025879310951293318,-0.3145947365064186
0.0,-1.0,249,7,5.060996902191846,-0.05792897569034083,-0.330126000628667
-0.5,-0.9,249,8,4.551946372977787,-0.02462329865861865,-0.324874927173464
-0.9,-0.5,249,9,5.222549363399552,-0.03218652770791179,-0.1808230392620236
-1.0,-0.0,249,10,5.223555063005417,-0.04092271583602199,-0.2008712202429871
-0.9,0.5,249,11,5.865827568267508,0.018076139150560555,-0.1156777053484071
-0.5,0.9,249,12,5.238527492757868,-0.0614306981741275,-0.2351284370804814
0.0,1.0,250,1,5.535022265764903,0.04750346501145632,-0.0730839059709249
0.5,0.9,250,2,5.858667756325286,-0.07936659850385733,-0.0998385776091041
0.9,0.5,250,3,3.6134084451272863,0.007988099010137662,0.0422599049149205
1.0,0.0,250,4,3.2816339587095893,-0.013615005801686227,0.0278029500845304
0.9,-0.5,250,5,3.384906156912069,0.04391723359991409,0.3301745182059785
0.5,-0.9,250,6,3.241323089221168,0.0844853033768227,0.2928809846474637
0.0,-1.0,250,7,3.035753100561544,0.1000647437156495,0.5926765116076481
-0.5,-0.9,250,8,3.403559028259665,0.012527312991130836,0.5569746514940972
-0.9,-0.5,250,9,3.684801942583066,0.008852188615740374,0.6263287826761506
-1.0,-0.0,250,10,3.841421383539148,0.07302736019748758,0.5006083983075234
-0.9,0.5,250,11,3.412129032303667,0.03568241884440113,0.335092361204805
-0.5,0.9,250,12,2.179790913430982,-0.00595947978706227,0.3239271482594769
0.0,1.0,251,1,0.4025511961592772,0.04494498509407652,0.2502058024266292
0.5,0.9,251,2,-0.7024981246814407,0.05335766066854684,0.5725944478396103
0.9,0.5,251,3,-0.6476315670084029,0.024693523132969172,0.5745656159617775
1.0,0.0,251,4,-2.637226580577778,0.028135581734033906,0.521297826113244
0.9,-0.5,251,5,-3.5676416326352984,0.036269209457012945,0.4472893293318527
0.5,-0.9,251,6,-2.718073472909766,0.03998756726777092,0.3229447787411483
0.0,-1.0,251,7,-1.97892092471068,-0.03794771774401497,0.1719913342643076
-0.5,-0.9,251,8,-2.947617290061923,-0.04821320869219308,-0.136689344671956
-0.9,-0.5,251,9,-2.070024524763021,-0.03781837759502149,-0.4194768845641695
-1.0,-0.0,251,10,-0.7881727950988073,-0.015142789583260747,-0.5734498893984925
-0.9,0.5,251,11,-0.6403881965814809,-0.0625482535170802,-0.6471518940959011
-0.5,0.9,251,12,1.0279488298398065,-0.06645746222041389,-0.5940920070092214
0.0,1.0,252,1,1.6691021558417596,-0.07197465887533977,-0.6386618100707541
0.5,0.9,252,2,3.63232269466547,-0.03846982180264497,-0.4721679830123096
0.9,0.5,252,3,3.834933220872303,-0.03459964412479607,-0.2442227975623447
1.0,0.0,252,4,3.8246537078187415,-0.030411330006459694,-0.3123776228873134
0.9,-0.5,252,5,3.3980088479404587,-0.018170170759496212,-0.1687124004322585
0.5,-0.9,252,6,2.613148107239504,-0.0006486742078595037,-0.1550760137776339
0.0,-1.0,252,7,1.3229076095022485,-0.10673229550342207,-0.2937041991691273
-0.5,-0.9,252,8,-0.6011850882721527,-0.11888061563964646,-0.675922706482351
-0.9,-0.5,252,9,-1.034714095905546,-0.046609173828081794,-0.7093969172315341
-1.0,-0.0,252,10,0.7665494444877367,-0.1010514849696482,-0.6523137851799594
-0.9,0.5,252,11,0.3952153491717612,-0.08772769719521621,-0.6864919618724429
-0.5,0.9,252,12,1.4644501857955232,-0.1369460711195952,-0.6196370290899949
0.0,1.0,253,1,0.0957393476291653,-0.17040150786431876,-0.86543921840175
0.5,0.9,253,2,1.1323024853880748,-0.08211968968311525,-0.7372627554505655
0.9,0.5,253,3,2.9298925817497854,-0.10131659939432631,-0.7359281575208942
1.0,0.0,253,4,5.906601246904577,-0.04697063278052657,-0.5754098482154548
0.9,-0.5,253,5,6.424747451422381,0.004533660471632326,-0.5096603446981564
0.5,-0.9,253,6,6.321019637256439,-0.02209492575602131,-0.3312484872851066
0.0,-1.0,253,7,5.033775372275412,-0.03805724702463101,-0.5238103153481274
-0.5,-0.9,253,8,5.297840471169022,-0.03523190091876791,-0.3638149547832677
-0.9,-0.5,253,9,4.712896128859484,-0.07305174307981344,-0.1314164249696252
-1.0,-0.0,253,10,3.3319342777180188,-0.07542970154593832,-0.046576624657846
-0.9,0.5,253,11,3.335158789261124,-0.03418128902255938,-0.059593034609676
-0.5,0.9,253,12,4.2346868198391086,-0.06656440990701956,-0.0339843132152168
0.0,1.0,254,1,6.159105528957819,0.050115205105766225,0.2195290680905078
0.5,0.9,254,2,8.27604888258571,-0.05397727200774285,0.1683075902139088
0.9,0.5,254,3,6.11126825248555,-0.01843756813842873,0.2161192735709018
1.0,0.0,254,4,4.946990148407587,0.003924895541023737,0.2224962622542046
0.9,-0.5,254,5,6.040458601726394,0.04358045320143465,0.3815198805960823
0.5,-0.9,254,6,6.816512944472708,-0.0037510311636464767,0.3699646832243873
0.0,-1.0,254,7,3.910885805140601,-0.04291200925416914,0.3482547756778149
-0.5,-0.9,254,8,3.9658638801799233,0.06151885307641909,0.5135335430174431
-0.9,-0.5,254,9,6.345386259119647,0.013433426016704273,0.6767083248118033
-1.0,-0.0,254,10,5.763506844775969,-0.033428248600814954,0.4487840237072991
-0.9,0.5,254,11,4.8247226792395965,0.058386412711702175,0.3939020107526181
-0.5,0.9,254,12,4.476451437152802,0.004179040392688424,0.3019345715466098
0.0,1.0,255,1,5.576277286762928,0.04030830291635217,0.3654727989757246
0.5,0.9,255,2,7.37377884007951,0.029037990152965248,0.4314575701456035
0.9,0.5,255,3,7.524201836051485,0.1414528045925819,0.6732020790044299
1.0,0.0,255,4,7.624562477790408,0.10739459755193567,1.060730119684587
0.9,-0.5,255,5,5.267410972107189,0.11775213726039395,1.145830481248377
0.5,-0.9,255,6,4.008402419418812,0.11135038455050154,1.1090085200978017
0.0,-1.0,255,7,1.5534940553317858,0.05800087356784604,1.0630067287709746
-0.5,-0.9,255,8,1.5676741945377677,0.1371220702183806,1.157831371108753
-0.9,-0.5,255,9,-0.2021979169686317,-0.0011357681990407317,0.8259527618189297
-1.0,-0.0,255,10,-0.9911198495358032,0.11755406814579568,0.7243123698419704
-0.9,0.5,255,11,-0.8426165179193207,0.0707528883053879,0.7460440995776842
-0.5,0.9,255,12,-1.7535432218700475,0.07728740224456883,0.8324991249316918
0.0,1.0,256,1,-4.909364042796157,0.06551649938252162,0.6794029732247737
0.5,0.9,256,2,-9.035400552616238,-0.014346800269880744,0.3926607128579797
0.9,0.5,256,3,-10.663036228992246,0.017902030568882128,0.4624057924887224
1.0,0.0,256,4,-10.440960671170684,-0.03816857297430042,0.1994614988223623
0.9,-0.5,256,5,-11.200451800480884,-0.0017055856330738936,0.1579192803395725
0.5,-0.9,256,6,-9.600252753439912,-0.01538654631671993,-0.1137293960271504
0.0,-1.0,256,7,-7.44256579842847,-0.05914064328876616,-0.4877387202226451
-0.5,-0.9,256,8,-4.677196507446673,0.019663144623362716,-0.4599145774888275
-0.9,-0.5,256,9,-2.5427272058728554,-0.028992805485954048,-0.3459054627671845
-1.0,-0.0,256,10,-2.026022248301681,0.017079628203093316,-0.4060456924316716
-0.9,0.5,256,11,-1.5672882919311817,0.024817348164269754,-0.1769477812140718
-0.5,0.9,256,12,-0.8673409724843713,-0.10408576203874167,-0.4576613292662077
